0,1,2
ChM,that,0.07594145089387894
CAT,Director,0.0759362056851387
types,of,0.07591255009174347
responsible,this,0.07590873539447784
this,responsible,0.07590872049331665
valid,Accountability,0.07580041885375977
first,Management,0.07573677599430084
assets,ensuring,0.07568857818841934
ensuring,assets,0.07568856328725815
requests,data,0.07568177580833435
each,Modernization,0.07564862817525864
change,(ChM),0.07560545951128006
OD,an,0.07559601962566376
an,OD,0.07559598237276077
first,approved,0.07554803788661957
approved,first,0.07554803788661957
necessary,installation,0.07552585750818253
installation,necessary,0.07552585005760193
policies,Example,0.0755043551325798
requests,1:,0.075495146214962
manner,can,0.07549169659614563
The,Approved/Suspended/Cancelled/Superseded),0.07547759264707565
proposed,View,0.07543687522411346
valid,Sample,0.0754295289516449
behalf,Director,0.07540518790483475
implements,accordance,0.07537674158811569
accordance,implements,0.0753767341375351
requirements,approves,0.07536604255437851
approves,requirements,0.07536603510379791
above,vote,0.07530610263347626
and,orderly/timely,0.07529576867818832
assessment,how,0.07521531730890274
appropriate,Request,0.07521069049835205
version,Director,0.07514721900224686
about,-,0.07513302564620972
fulfill,changes,0.07509016245603561
changes,fulfill,0.07509015500545502
cycle,requests,0.07507998496294022
requests,cycle,0.07507996261119843
action,valid,0.07506776601076126
valid,action,0.07506775110960007
participants,(Required,0.07503241300582886
first,insure,0.07500264793634415
insure,first,0.07500262558460236
ensuring,"fashion,",0.07499620318412781
participants,action,0.0749855786561966
action,participants,0.0749855637550354
above,follows:,0.07498359680175781
applied,1:,0.07497101277112961
inform,be,0.07495492696762085
assets,test,0.07494543492794037
installation,of,0.07490614056587219
first,RFC,0.07490389794111252
RFC,first,0.07490389049053192
procedural,affected,0.07489299774169922
affected,procedural,0.07489299029111862
assessment,stored,0.07481777667999268
stored,assessment,0.07481776177883148
cycle,"presents,",0.07481294870376587
action,(CAB),0.07477200776338577
overall,Matrix,0.0747111439704895
that,a,0.07470274716615677
a,that,0.07470273226499557
version,behalf,0.07468274980783463
behalf,version,0.07468274235725403
required,Sample,0.07465840131044388
details,stakeholders,0.07461688667535782
perpetual,Testing,0.07460682094097137
OD,relevant,0.07456309348344803
relevant,OD,0.07456307858228683
through,this,0.07455968111753464
this,through,0.07455966621637344
notified,risk,0.07455261796712875
risk,notified,0.07455260306596756
date,3:,0.07452112436294556
attributes,recommend,0.07451625168323517
recommend,attributes,0.07451622933149338
required,Section,0.07448402792215347
that,Management,0.07445678114891052
attributes,2:,0.0744488313794136
or,manner,0.07444800436496735
manner,or,0.07444800436496735
implements,a,0.07443387806415558
a,implements,0.07443387061357498
requirements,recommend,0.07443267852067947
recommend,requirements,0.07443267107009888
than,Statistical,0.07443097978830338
maintained,stored,0.07442634552717209
stored,maintained,0.07442633807659149
notified,III,0.07441946119070053
approved,Baseline,0.07440032809972763
CAB,"fashion,",0.07438842207193375
inform,Comments,0.07437331229448318
in,vote,0.07432928681373596
fulfill,Stakeholders.,0.07424043864011765
initial,,0.07423131167888641
on,"therefore,",0.07420272380113602
performing,Stakeholders,0.07418851554393768
manner,Example,0.07415039837360382
previewing,(Approved/NIH,0.07414993643760681
recommend,they,0.07414285838603973
they,recommend,0.07414285838603973
behalf,Action,0.07411942631006241
types,overall,0.07402992248535156
overall,types,0.07402991503477097
stored,Stakeholders.,0.07402551174163818
initial,Template,0.07402032613754272
ChM,3:,0.07399633526802063
with,OD’s,0.07398775219917297
attributes,"therefore,",0.0739794373512268
necessary,IAVA,0.07397851347923279
manner,change(s).,0.07391311228275299
a,basis),0.0738268494606018
requirements,formally,0.07381010055541992
formally,requirements,0.07381007075309753
CAB,overall,0.07376447319984436
overall,CAB,0.07376447319984436
installation,"processes,",0.07366405427455902
evaluation,requests,0.07357870042324066
requests,evaluation,0.07357868552207947
in,throughout,0.07355967909097672
throughout,in,0.07355967164039612
procedural,The,0.0735514834523201
The,procedural,0.0735514685511589
document,well,0.07351106405258179
risk,Stakeholders.,0.07348687201738358
details,IAVA,0.07347619533538818
affected,Director,0.07345524430274963
installation,about,0.07345172762870789
about,installation,0.07345172017812729
to,View,0.07344451546669006
ensuring,previewing,0.07339894771575928
previewing,ensuring,0.07339894771575928
assessment,needs.,0.07339504361152649
annual,IAVA,0.07337706536054611
change,Document,0.07323746383190155
approved,"tool(s),",0.07317865639925003
requests,OD’s,0.07317107915878296
CAT,Stakeholders,0.07316460460424423
approved,changes,0.07315582782030106
changes,approved,0.07315581291913986
about,valid,0.07314601540565491
valid,about,0.07314600795507431
action,-,0.07312817126512527
required,or,0.07310569286346436
or,required,0.07310567796230316
previewing,4:,0.0730971097946167
insure,approved,0.0730292797088623
approved,insure,0.07302927225828171
initial,II,0.07301672548055649
relevant,be,0.07301416248083115
stored,The,0.07301198691129684
The,stored,0.07301197946071625
date,Document,0.07300243526697159
only,basis),0.07298032194375992
must,can,0.0729648768901825
affected,ChM,0.07290326803922653
ChM,affected,0.07290326803922653
with,Reporting,0.0728890597820282
purpose,first,0.07287564873695374
first,purpose,0.07287564128637314
requests,Document,0.07287120819091797
goal,Stakeholders,0.07277663797140121
overall,(Approved/NIH,0.07274854928255081
about,RFCs,0.07269540429115295
purpose,changes,0.07264211028814316
changes,purpose,0.07264208048582077
RFC,Program,0.07255683839321136
initial,III,0.07254435122013092
risk,IAVA,0.07252931594848633
than,stakeholders,0.07251346111297607
policies,types,0.07250317931175232
types,policies,0.07250317186117172
is,needs.,0.07244167476892471
about,Include,0.07241851836442947
entails,are,0.07238589227199554
communicates,OD’s,0.07237732410430908
maintained,-,0.07220874726772308
change,other,0.07219717651605606
perpetual,RFCs,0.07218599319458008
CAT,,0.07218281924724579
goal,RACI,0.07209215313196182
applied,in,0.07207468152046204
in,applied,0.07207467406988144
audits,this,0.07205834984779358
this,audits,0.07205834239721298
recommend,for,0.07204072177410126
accurate,of,0.07201661914587021
manner,Accountability,0.07193952798843384
stored,Baseline,0.07188528031110764
types,Reporting,0.07187800854444504
on,Office,0.07187198102474213
requirements,performed,0.07185771316289902
performed,requirements,0.07185770571231842
implements,change(s).,0.07183243334293365
this,entails,0.07177890092134476
entails,this,0.07177889347076416
ensure,2:,0.07174839079380035
accordance,These,0.07172038406133652
affected,test,0.0717153549194336
OD,As,0.07170697301626205
cycle,Stakeholders,0.07168643921613693
applied,can,0.07163750380277634
an,"processes,",0.07162109762430191
approved,which,0.0716007873415947
which,approved,0.0716007873415947
the,(Software,0.07158328592777252
applied,(ChM),0.0714675784111023
with,stakeholders,0.07143836468458176
CAB,appropriate,0.07138106226921082
appropriate,CAB,0.07138105481863022
document,initial,0.07132599502801895
initial,document,0.07132598757743835
RFC,Template,0.07130357623100281
must,approved),0.07123777270317078
previewing,Section,0.07121847569942474
initial,"stakeholders,",0.07121209800243378
in,Strategy,0.07121200114488602
as,test,0.0711907222867012
RFC,they,0.07118522375822067
they,RFC,0.07118522375822067
applied,Management,0.07117768377065659
accordance,Matrix,0.07112431526184082
an,"stakeholders,",0.07107622921466827
ensure,These,0.0710631012916565
that,which,0.07102242857217789
which,that,0.0710224062204361
assessment,(ChM),0.07097610831260681
only,Agenda,0.07097230851650238
which,(Required,0.07096678018569946
requests,Approved/Suspended/Cancelled/Superseded),0.07095850259065628
version,Sample,0.0709460973739624
about,3:,0.07093572616577148
a,Testing,0.07088521867990494
a,assets,0.07086225599050522
assets,a,0.07086224853992462
assessment,RACI,0.07085824757814407
action,approved),0.07080619782209396
behalf,Example,0.0708056092262268
request,"stakeholders,",0.07080558687448502
change,manner,0.07073007524013519
manner,change,0.070730060338974
stored,Strategy,0.0707172155380249
ensuring,"IAVA,",0.07069388031959534
fulfill,annual,0.07069223374128342
annual,fulfill,0.07069221884012222
requirements,an,0.0706452876329422
an,requirements,0.0706452876329422
assessment,Tester,0.07062927633523941
maintained,Testing,0.07059836387634277
that,initial,0.07058211416006088
initial,that,0.0705820843577385
proposed,types,0.07058203965425491
types,proposed,0.07058200985193253
notified,for,0.07058029621839523
date,,0.07052316516637802
installation,"IAVA,",0.07050666958093643
all,version,0.07048167288303375
version,all,0.07048166543245316
document,requirements,0.07039989531040192
requirements,document,0.07039988785982132
goal,Cyber,0.07039418816566467
in,View,0.07036811858415604
communicates,3,0.07034896314144135
inform,RACI,0.07032982259988785
requirements,Expiration/mitigation,0.07031559199094772
the,Assessment,0.07030556350946426
request,affected,0.07028830051422119
affected,request,0.07028828561306
OD,accordance,0.07026173919439316
accordance,OD,0.07026173174381256
The,types,0.07023952156305313
types,The,0.07023951411247253
above,Tester,0.07022237032651901
relevant,Change,0.07020450383424759
CAB,Matrix,0.07018893957138062
initial,Process,0.07018871605396271
performed,vote,0.07012496143579483
approved,(Change,0.07011669129133224
RFC,only,0.070113405585289
only,RFC,0.0701133981347084
the,Section,0.0701051652431488
that,II,0.07008788734674454
annual,3,0.07006680965423584
previewing,Template,0.07006465643644333
affected,goal,0.07004904747009277
goal,affected,0.07004904001951218
approved,stored,0.07004406303167343
stored,approved,0.07004405558109283
than,Request,0.07004068046808243
all,(Software,0.07002640515565872
recommend,purpose,0.07001984119415283
purpose,recommend,0.07001983374357224
evaluation,control.,0.06998981535434723
responsible,that:,0.0699511393904686
formally,The,0.06992800533771515
The,formally,0.06992800533771515
and,Request,0.06992756575345993
is,other,0.06992299854755402
assets,(Software,0.06991761922836304
applied,Change,0.06988970190286636
necessary,purpose,0.06987314671278
purpose,necessary,0.06987314671278
an,Baseline,0.06986477226018906
throughout,Stakeholders.,0.06983575969934464
notified,RACI,0.06977881491184235
about,attributes,0.069743812084198
attributes,about,0.0697437971830368
entails,"I,",0.06973855942487717
with,as,0.06970307976007462
as,with,0.06970307230949402
ensure,"therefore,",0.06962527334690094
required,"presents,",0.06951861083507538
risk,manner,0.0694744810461998
manner,risk,0.0694744735956192
than,for,0.0694701299071312
procedural,"processes,",0.0694676861166954
change,RACI,0.06936725229024887
than,"therefore,",0.06933362782001495
overall,Manager,0.06929318606853485
above,implements,0.06929225474596024
implements,above,0.06929224729537964
CAB,test,0.06929074972867966
only,are,0.06925654411315918
the,and,0.06923980265855789
and,the,0.0692397952079773
ensuring,Team,0.06923657655715942
The,can,0.06920699030160904
evaluation,Assessment,0.0691770389676094
must,IAVA,0.06913793832063675
first,"IAVA,",0.06912307441234589
this,4:,0.06908299773931503
OD,Include,0.06906924396753311
performing,Program,0.06905194371938705
appropriate,(ChM),0.06904272735118866
affected,insure,0.06899446249008179
insure,affected,0.06899444013834
action,behalf,0.06893087923526764
behalf,action,0.06893087178468704
purpose,II,0.0689224898815155
which,Statistical,0.06892037391662598
as,Changes),0.06886474043130875
cycle,Stakeholders.,0.06882980465888977
date,performed,0.06880711019039154
performed,date,0.06880708783864975
with,,0.06879699230194092
ChM,Advisory,0.0687703937292099
necessary,approved),0.06873002648353577
which,notified,0.06870213150978088
notified,which,0.06870212405920029
above,Advisory,0.06868315488100052
goal,can,0.06864042580127716
this,"reviews,",0.0686308890581131
participants,"I,",0.06862892210483551
types,will,0.06861092895269394
previewing,stakeholders,0.06860142201185226
document,other,0.06859181821346283
manner,document,0.06858622282743454
document,manner,0.06858620047569275
relevant,document,0.06855795532464981
document,relevant,0.06855794787406921
relevant,These,0.06855101883411407
OD,requests,0.06849795579910278
requests,OD,0.06849794089794159
assessment,Request,0.0684904232621193
to,(Required,0.06848610192537308
appropriate,Modernization,0.0684754028916359
date,this,0.06845983117818832
this,date,0.06845981627702713
installation,RFCs,0.06845110654830933
performing,orderly/timely,0.06844224780797958
entails,assessment,0.06842299550771713
assessment,entails,0.06842299550771713
perpetual,are,0.06841009110212326
accordance,valid,0.06836647540330887
valid,accordance,0.06836646050214767
procedural,"reviews,",0.06836005300283432
behalf,Requests,0.0683586522936821
cycle,These,0.06827707588672638
OD,Change,0.06824050098657608
first,(Software,0.06823144853115082
cycle,approved),0.06814347952604294
as,action,0.06814055889844894
action,as,0.06814053654670715
behalf,assets,0.06810908019542694
assets,behalf,0.06810908019542694
implements,Agenda,0.06808822602033615
this,Changes/Hardware,0.06805136054754257
change,ChM,0.06803196668624878
ChM,change,0.06803195178508759
or,accordance,0.06802425533533096
accordance,or,0.06802425533533096
The,"fashion,",0.06795702129602432
all,requirements,0.06791563332080841
requirements,all,0.06791561841964722
RFC,Include,0.06791356205940247
behalf,that,0.06788274645805359
that,behalf,0.06788273900747299
entails,throughout,0.06782922148704529
throughout,entails,0.06782921403646469
only,details,0.06782853603363037
details,only,0.06782852858304977
necessary,"reviews,",0.06781945377588272
procedural,Assessment,0.06779932975769043
maintained,"therefore,",0.06774548441171646
requests,implements,0.06774172931909561
implements,requests,0.06774172186851501
ensure,action,0.06768965721130371
action,ensure,0.06768964976072311
overall,basis),0.06767453998327255
through,Reporting,0.06766121834516525
RFC,Baseline,0.06765726208686829
with,Manager,0.06762567907571793
appropriate,Reporting,0.06761841475963593
on,RFC,0.06755271553993225
RFC,on,0.06755271553993225
is,"therefore,",0.06753262877464294
each,proposed,0.06751623004674911
proposed,each,0.06751622259616852
insure,IAVA,0.0674988403916359
annual,date,0.0674835592508316
date,annual,0.0674835592508316
stored,3,0.06744226813316345
communicates,well,0.06727493554353714
through,Example,0.06727024167776108
throughout,CAB,0.06720534712076187
CAB,throughout,0.06720534712076187
annual,stored,0.06718728691339493
stored,annual,0.06718728691339493
inform,(Required,0.0671859160065651
recommend,Manager,0.06714091449975967
necessary,is,0.06713404506444931
is,necessary,0.06713403761386871
and,requirements,0.06713385879993439
requirements,and,0.06713385134935379
audits,that:,0.06712157279253006
each,RACI,0.06711585819721222
notified,first,0.06705646961927414
first,notified,0.06705646216869354
than,will,0.06703448295593262
request,Advisory,0.06702009588479996
maintained,Process,0.06700415909290314
or,stakeholders,0.06699195504188538
RFC,Changes),0.06697775423526764
risk,1:,0.06693287938833237
this,Advisory,0.0669044479727745
date,other,0.06689225882291794
participants,Include,0.06688101589679718
first,Expiration/mitigation,0.06687994301319122
NIH,Include,0.06685098260641098
through,well,0.06683271378278732
through,III,0.06680841743946075
assets,types,0.06679987907409668
types,assets,0.06679986417293549
valid,Section,0.06676675379276276
recommend,Strategy,0.0667082816362381
installation,audits,0.06670243293046951
audits,installation,0.06670241802930832
approved,Action,0.06660968065261841
details,"IAVA,",0.06660749763250351
requests,Requests,0.06660403311252594
relevant,"reviews,",0.06657586246728897
they,"reviews,",0.06656323373317719
OD,orderly/timely,0.06655105203390121
they,Change,0.06649795174598694
is,this,0.06648080796003342
this,is,0.06648080796003342
OD,can,0.06647179275751114
stored,this,0.06646843999624252
this,stored,0.06646843254566193
maintained,OD’s,0.06643883883953094
CAB,be,0.0664365217089653
document,Strategy,0.06640968471765518
notified,the,0.06639082729816437
the,notified,0.06639082729816437
types,Reports,0.06638628989458084
OD,"fashion,",0.0663544088602066
or,any,0.06630102545022964
approved,Changes),0.06628956645727158
version,Reports,0.06627606600522995
as,version,0.06621064245700836
version,as,0.06621063500642776
communicates,that,0.06612878292798996
that,communicates,0.06612876802682877
assessment,CAT,0.06612034142017365
CAT,assessment,0.06612033396959305
perpetual,communicates,0.06609787791967392
communicates,perpetual,0.06609787046909332
responsible,(ChM),0.06601058691740036
OD,than,0.06598185002803802
than,OD,0.06598185002803802
a,maintained,0.06596607714891434
maintained,a,0.06596606969833374
an,Reporting,0.06588079035282135
insure,Matrix,0.06585565954446793
all,notified,0.06581563502550125
notified,all,0.06581562757492065
or,(Change,0.06581325829029083
ensure,participants,0.06579470634460449
participants,ensure,0.06579470634460449
overall,Statistical,0.06579092890024185
policies,basis),0.06578051298856735
that,Tester,0.06577848643064499
perpetual,Template,0.06577110290527344
maintained,needs.,0.06575924903154373
appropriate,Section,0.06572216749191284
procedural,each,0.06571045517921448
each,procedural,0.06571045517921448
risk,other,0.06570994853973389
ChM,"stakeholders,",0.06567142903804779
an,The,0.06564903259277344
The,an,0.06564902514219284
performed,(ChM),0.06563533842563629
this,assessment,0.06562329828739166
assessment,this,0.06562327593564987
necessary,RACI,0.06557800620794296
initial,about,0.06555721163749695
about,initial,0.06555720418691635
participants,inform,0.06553597003221512
inform,participants,0.06553596258163452
CAT,RACI,0.0655275285243988
notified,IAVA,0.06552140414714813
types,Baseline,0.06550513207912445
risk,Tester,0.06548700481653214
first,communicates,0.06541711091995239
communicates,first,0.0654171034693718
responsible,RACI,0.06539559364318848
change,Expiration/mitigation,0.065394826233387
necessary,"change,",0.06536775082349777
CAT,RFCs,0.06535440683364868
request,this,0.0653383657336235
this,request,0.06533835828304291
notified,Board,0.06533432006835938
relevant,ensure,0.06533191353082657
ensure,relevant,0.06533190608024597
a,(Approved/NIH,0.06532885134220123
proposed,needs.,0.06532076001167297
fulfill,"IAVA,",0.06525132060050964
above,Comments,0.06524999439716339
evaluation,Cyber,0.06520445644855499
NIH,3:,0.06519428640604019
perpetual,that:,0.06518695503473282
relevant,Changes),0.0651802122592926
insure,"tool(s),",0.06512723863124847
document,IAVA,0.0651244968175888
OD,"therefore,",0.06510495394468307
in,Tester,0.0650644302368164
The,accordance,0.06505432724952698
accordance,The,0.06505431979894638
risk,"tool(s),",0.06501663476228714
to,goal,0.06496352702379227
goal,to,0.06496352702379227
is,Section,0.06495731323957443
action,"stakeholders,",0.0649208128452301
perpetual,"stakeholders,",0.06490381062030792
accordance,the,0.0648718997836113
the,accordance,0.0648718997836113
annual,III,0.06485269963741302
inform,proposed,0.06483665853738785
proposed,inform,0.06483665853738785
evaluation,Request,0.06482961773872375
changes,(Approved/NIH,0.0648040696978569
details,(Change,0.06475292146205902
perpetual,Change,0.06468833237886429
action,on,0.06467116624116898
on,action,0.06467115879058838
an,follows:,0.0646582692861557
types,These,0.06464088708162308
appropriate,requirements,0.06461681425571442
requirements,appropriate,0.06461680680513382
appropriate,Statistical,0.06460075080394745
ensuring,behalf,0.06455804407596588
behalf,ensuring,0.06455802917480469
performing,is,0.0645371824502945
is,performing,0.0645371824502945
to,perpetual,0.06452833861112595
perpetual,to,0.06452833861112595
participants,Program,0.06450212746858597
audits,fulfill,0.06448642909526825
fulfill,audits,0.06448642909526825
recommend,the,0.06447134912014008
the,recommend,0.06447134166955948
perpetual,Stakeholders,0.0644150972366333
inform,(CAB),0.06439859420061111
previewing,Change,0.06438706815242767
required,attributes,0.06437759846448898
attributes,required,0.06437759846448898
overall,Director,0.06435468047857285
responsible,The,0.06433633714914322
The,responsible,0.06433632969856262
required,follows:,0.06427839398384094
this,initial,0.06420058757066727
initial,this,0.06420058757066727
version,Management,0.06419001519680023
installation,II,0.06406217068433762
responsible,4:,0.06404772400856018
requirements,OD,0.06402995437383652
OD,requirements,0.06402995437383652
the,These,0.06401298195123672
required,document,0.06399206817150116
document,required,0.06399206817150116
ensuring,to,0.0639682188630104
to,ensuring,0.06396821141242981
CAB,(Software,0.06394398212432861
performed,Stakeholders.,0.06394331157207489
recommend,Statistical,0.0639425739645958
annual,Board,0.06393703073263168
initial,(ChM),0.06390386074781418
overall,Agenda,0.06387951225042343
stored,on,0.06386548280715942
on,stored,0.06386547535657883
change,2:,0.06379829347133636
on,Agenda,0.06378275156021118
annual,Matrix,0.06376630812883377
request,1:,0.06374652683734894
than,communicates,0.06368886679410934
communicates,than,0.06368885934352875
assets,how,0.0636642798781395
perpetual,necessary,0.0636424720287323
necessary,perpetual,0.0636424645781517
to,"change,",0.06360206007957458
assets,communicates,0.06358040869235992
communicates,assets,0.06358040124177933
implements,Team,0.06356938928365707
version,Agenda,0.06356847286224365
entails,Management,0.06355961412191391
to,OD,0.0635291263461113
OD,to,0.0635291263461113
necessary,"presents,",0.06352555751800537
applied,relevant,0.06351073086261749
relevant,applied,0.0635107234120369
an,Manager,0.06350189447402954
as,"stakeholders,",0.06348582357168198
each,how,0.06345747411251068
stored,with,0.06344996392726898
with,stored,0.06344995647668839
communicates,for,0.06341227889060974
ensuring,follows:,0.06335720419883728
requests,about,0.06334958225488663
about,requests,0.06334957480430603
formally,attributes,0.0633288100361824
attributes,formally,0.0633288025856018
date,Strategy,0.0633118599653244
which,"changes,",0.06330264359712601
is,Advisory,0.06328710913658142
implements,can,0.06323717534542084
procedural,in,0.06320089101791382
in,procedural,0.06320089101791382
accordance,annual,0.06317847967147827
annual,accordance,0.06317846477031708
request,(Required,0.06307905167341232
appropriate,annual,0.06307561695575714
annual,appropriate,0.06307561695575714
request,Program,0.06302488595247269
cycle,ChM,0.06299321353435516
ChM,cycle,0.06299319863319397
audits,"processes,",0.06298630684614182
above,cycle,0.06295585632324219
cycle,above,0.06295585632324219
performed,change(s).,0.06291642040014267
annual,1:,0.06284031271934509
CAB,Change,0.0628296285867691
responsible,Request,0.06282135099172592
CAB,any,0.06279728561639786
participants,Board,0.06272586435079575
participants,Section,0.06271900981664658
which,entails,0.06270943582057953
entails,which,0.06270943582057953
must,how,0.06267023086547852
that,Baseline,0.06266078352928162
is,"reviews,",0.06264389306306839
proposed,"changes,",0.06264123320579529
audits,performing,0.06263767182826996
performing,audits,0.06263764947652817
installation,Expiration/mitigation,0.06262990087270737
first,Director,0.06259090453386307
OD,Program,0.06255805492401123
OD,Testing,0.06255190819501877
they,throughout,0.06251627951860428
throughout,they,0.06251627206802368
risk,attributes,0.062452491372823715
attributes,risk,0.06245248019695282
CAT,Changes/Hardware,0.06240871921181679
participants,(CAB),0.06239450350403786
requests,accurate,0.06235907971858978
accurate,requests,0.062359075993299484
an,Stakeholders.,0.0623379722237587
this,Request,0.06231938675045967
requirements,Assessment,0.0622728131711483
is,Sample,0.062228213995695114
insure,necessary,0.062198854982852936
necessary,insure,0.062198854982852936
in,document,0.06209869682788849
document,in,0.06209868565201759
inform,well,0.062042370438575745
above,details,0.06201106682419777
details,above,0.062011051923036575
through,(Software,0.06196588650345802
inform,III,0.06193908676505089
assets,notified,0.061885710805654526
notified,assets,0.06188570335507393
previewing,request,0.06178800016641617
request,previewing,0.06178799271583557
is,"tool(s),",0.06176691874861717
accordance,Office,0.06175954267382622
throughout,risk,0.061729446053504944
risk,throughout,0.061729442328214645
request,document,0.06162973865866661
document,request,0.061629731208086014
document,(Approved/NIH,0.06152380257844925
with,annual,0.061511386185884476
annual,with,0.06151137501001358
change,Requests,0.06148722022771835
only,can,0.06142843887209892
OD,approves,0.06139679625630379
approves,OD,0.06139679253101349
request,Management,0.0613611601293087
stored,approved),0.06132754310965538
above,Agenda,0.06126565486192703
insure,"changes,",0.06125869229435921
date,Accountability,0.061236266046762466
goal,of,0.061229076236486435
perpetual,Office,0.061193399131298065
with,Team,0.06116785109043121
accurate,a,0.06113781780004501
a,accurate,0.06113780662417412
request,2:,0.061126258224248886
on,participants,0.06111094355583191
participants,on,0.06111093983054161
relevant,processed.,0.06109156832098961
requests,Expiration/mitigation,0.06108076497912407
audits,Example,0.061058759689331055
an,each,0.06105547770857811
each,an,0.06105547025799751
version,III,0.06104777753353119
affected,with,0.061043936759233475
with,affected,0.06104392185807228
change,appropriate,0.06103436276316643
appropriate,change,0.06103436276316643
goal,3:,0.06090908125042915
which,be,0.0609038844704628
implements,Management,0.06088995933532715
requirements,Matrix,0.06087750941514969
cycle,stakeholders,0.0608704499900341
as,Testing,0.06085781380534172
responsible,how,0.06082465127110481
assets,(Approved/NIH,0.060817595571279526
with,applied,0.060800258070230484
applied,with,0.06080025061964989
audits,Reporting,0.06079753488302231
a,request,0.06079411879181862
request,a,0.060794100165367126
date,vote,0.06070837378501892
CAB,necessary,0.060676172375679016
necessary,CAB,0.06067615747451782
previewing,Testing,0.060577891767024994
RFC,that:,0.06057291850447655
required,Reports,0.060550421476364136
as,assessment,0.06054404005408287
assessment,as,0.060544032603502274
valid,any,0.06053236499428749
necessary,with,0.06051778793334961
with,necessary,0.06051778048276901
perpetual,and,0.060494937002658844
and,perpetual,0.06049491465091705
inform,Accountability,0.060488373041152954
assessment,Action,0.06041945889592171
audits,These,0.06040719151496887
installation,must,0.060400061309337616
must,installation,0.06040005758404732
valid,throughout,0.060361117124557495
throughout,valid,0.060361117124557495
purpose,document,0.06034119799733162
document,purpose,0.06034117564558983
purpose,Document,0.06031448021531105
entails,action,0.060281261801719666
action,entails,0.060281239449977875
proposed,3:,0.060272570699453354
overall,Section,0.060270026326179504
appropriate,approved),0.060251496732234955
recommend,processed.,0.06024749204516411
manner,Modernization,0.06022873893380165
action,this,0.06022701784968376
this,action,0.06022701412439346
details,Office,0.06018165871500969
a,approved,0.060175977647304535
approved,a,0.060175973922014236
stored,requests,0.06017492711544037
requests,stored,0.060174908488988876
The,Assessment,0.06010136008262634
change,can,0.06010107323527336
document,Matrix,0.060071904212236404
communicates,can,0.06005983427166939
implements,Matrix,0.060041364282369614
proposed,1:,0.06004105880856514
goal,participants,0.06000598520040512
participants,goal,0.06000598147511482
implements,cycle,0.05998567119240761
cycle,implements,0.05998567119240761
version,must,0.05998159572482109
must,version,0.059981588274240494
relevant,action,0.0599803701043129
action,relevant,0.0599803626537323
notified,4:,0.059971634298563004
annual,orderly/timely,0.05996641889214516
notified,will,0.0599636435508728
throughout,which,0.059943411499261856
which,throughout,0.05994340404868126
types,Modernization,0.05994274839758873
inform,accordance,0.05993732810020447
accordance,inform,0.05993731692433357
audits,processed.,0.05993225798010826
than,Action,0.05990591645240784
inform,"changes,",0.059877362102270126
all,II,0.05986277386546135
an,stakeholders,0.05983584746718407
responsible,IAVA,0.059834789484739304
ChM,,0.059807188808918
perpetual,for,0.05980424955487251
notified,NIH,0.05978662520647049
NIH,notified,0.05978662148118019
affected,follows:,0.05976573005318642
the,communicates,0.059750571846961975
communicates,the,0.05975056439638138
attributes,"changes,",0.05974053591489792
audits,policies,0.05970988795161247
policies,audits,0.059709884226322174
affected,Request,0.05967169627547264
performed,types,0.05966010317206383
types,performed,0.059660088270902634
OD,Team,0.05965356528759003
action,Section,0.05963030084967613
they,annual,0.059619706124067307
annual,they,0.05961970239877701
relevant,and,0.059615470468997955
and,relevant,0.059615470468997955
perpetual,above,0.059613797813653946
above,perpetual,0.05961379036307335
only,types,0.0595177561044693
types,only,0.059517752379179
implements,OD,0.05944974720478058
OD,implements,0.05944974347949028
accordance,Statistical,0.059443388134241104
participants,be,0.05939396098256111
The,Section,0.05936844274401665
perpetual,Board,0.05936798080801964
participants,-,0.05936234071850777
they,Changes),0.059332288801670074
on,Comments,0.059323810040950775
fulfill,OD,0.0593060664832592
OD,fulfill,0.059306055307388306
overall,for,0.05930138751864433
types,Example,0.059285737574100494
or,test,0.05923415720462799
they,purpose,0.059232186526060104
purpose,they,0.05923217535018921
formally,Program,0.05922325327992439
responsible,Action,0.05917520448565483
or,Reports,0.05915576219558716
CAB,processed.,0.05915060639381409
each,changes,0.05914654582738876
changes,each,0.059146542102098465
accurate,Sample,0.05913729593157768
performing,proposed,0.05913408845663071
proposed,performing,0.05913407355546951
only,"presents,",0.05910905823111534
details,"change,",0.059093862771987915
as,insure,0.059085000306367874
insure,as,0.05908498167991638
required,perpetual,0.059048112481832504
perpetual,required,0.05904808267951012
and,change(s).,0.059041451662778854
appropriate,about,0.05901092663407326
about,appropriate,0.05901091918349266
each,performed,0.059002332389354706
performed,each,0.05900232493877411
document,II,0.05895743519067764
this,a,0.05894000828266144
a,this,0.058939989656209946
request,Matrix,0.0588371567428112
NIH,will,0.05882025510072708
attributes,installation,0.05880066752433777
installation,attributes,0.05880066379904747
is,that,0.0587770976126194
that,is,0.0587770976126194
attributes,they,0.05876022204756737
they,attributes,0.05876021087169647
the,Director,0.05872160568833351
formally,II,0.05870135501027107
about,Modernization,0.05868497118353844
necessary,proposed,0.058683130890131
proposed,necessary,0.0586831271648407
required,necessary,0.058654479682445526
necessary,required,0.05865447223186493
participants,As,0.05858023837208748
audits,approved),0.05854411423206329
assessment,are,0.05854170769453049
proposed,III,0.05854041874408722
in,well,0.058517321944236755
valid,Modernization,0.05851518362760544
installation,they,0.05850221961736679
